Date,Location,Age,Gender,Married,Occupation,Total Spend
03/04/2020,Ahmedabad,31,Male,No,Doc,300
03/04/2020,Ahmedabad,30,Genderqueer,Yes,IT,390
03/04/2020,Mumbai,28,Male,No,Student,460
03/04/2020,Hyderabad,35,Male,Yes,Student,500
03/04/2020,Delhi,25,Female,Yes,Student,230
04/04/2020,Ahmedabad,35,Female,No,IT,350
05/04/2020,Delhi,29,Male,No,IT,260
05/04/2020,Mumbai,25,Male,Yes,IT,390
05/04/2020,Hyderabad,27,Female,No,Student,170
05/04/2020,Pune,30,Female,No,IT,120
06/04/2020,Bangalore,39,Female,No,Doc,160
06/04/2020,Mumbai,32,Male,No,IT,400
06/04/2020,Hyderabad,36,Male,No,IT,400
06/04/2020,Chennai,30,Genderqueer,No,Student,190
06/04/2020,Mumbai,39,Female,No,Doc,200
06/04/2020,Chennai,35,Female,Yes,Doc,120
07/04/2020,Kolkata,36,Female,Yes,Doc,370
07/04/2020,Chennai,26,Genderqueer,No,Doc,340
07/04/2020,Delhi,39,Male,No,Student,300
07/04/2020,Bangalore,37,Female,No,Doc,400
08/04/2020,Hyderabad,37,Genderfluid,Yes,Doc,470
08/04/2020,Mumbai,36,Male,Yes,Student,510
08/04/2020,Mumbai,29,Male,Yes,Doc,490
08/04/2020,Bangalore,26,Male,Yes,Student,340
08/04/2020,Bangalore,25,Polygender,No,Student,440
08/04/2020,Bangalore,43,Female,Yes,Student,530
08/04/2020,Bangalore,43,Female,No,Doc,150
08/04/2020,Hyderabad,36,Male,No,Doc,320
09/04/2020,Hyderabad,40,Female,No,Student,460
09/04/2020,Hyderabad,31,Male,No,Doc,450
09/04/2020,Chennai,28,Polygender,No,IT,370
09/04/2020,Bangalore,38,Male,Yes,Student,480
09/04/2020,Hyderabad,26,Female,Yes,IT,330
09/04/2020,Bangalore,36,Male,No,Doc,130
10/04/2020,Delhi,33,Female,Yes,Doc,490
10/04/2020,Ahmedabad,31,Female,Yes,Doc,270
10/04/2020,Kolkata,40,Female,Yes,Doc,440
10/04/2020,Kolkata,34,Female,No,IT,520
10/04/2020,Ahmedabad,41,Male,No,Doc,450
11/04/2020,Ahmedabad,36,Male,No,IT,400
11/04/2020,Delhi,35,Male,No,Doc,340
11/04/2020,Chennai,35,Male,No,Doc,500
11/04/2020,Mumbai,42,Female,Yes,IT,120
11/04/2020,Mumbai,33,Female,Yes,Doc,370
11/04/2020,Mumbai,40,Male,Yes,IT,330
11/04/2020,Hyderabad,42,Male,Yes,IT,220
11/04/2020,Kolkata,43,Male,No,Doc,320
11/04/2020,Delhi,29,Male,No,IT,260
12/04/2020,Kolkata,28,Female,Yes,Doc,170
12/04/2020,Bangalore,42,Female,No,IT,470
12/04/2020,Delhi,26,Female,No,Doc,310
12/04/2020,Mumbai,39,Polygender,Yes,IT,280
12/04/2020,Delhi,33,Male,No,IT,480
12/04/2020,Kolkata,32,Female,No,Student,450
13/04/2020,Delhi,25,Female,Yes,IT,410
13/04/2020,Pune,34,Male,Yes,Student,200
13/04/2020,Kolkata,36,Female,Yes,Doc,380
14/04/2020,Delhi,42,Male,Yes,Doc,440
14/04/2020,Delhi,41,Male,No,Doc,110
14/04/2020,Mumbai,41,Male,No,Doc,280
15/04/2020,Bangalore,35,Male,Yes,Doc,300
15/04/2020,Ahmedabad,35,Male,No,Doc,490
15/04/2020,Hyderabad,30,Female,Yes,Student,290
15/04/2020,Delhi,39,Male,No,Doc,370
15/04/2020,Ahmedabad,25,Female,Yes,Student,160
16/04/2020,Hyderabad,32,Female,No,Doc,410
16/04/2020,Delhi,31,Genderfluid,Yes,Student,200
17/04/2020,Pune,27,Male,Yes,Student,200
17/04/2020,Delhi,33,Female,No,IT,340
17/04/2020,Pune,40,Male,Yes,IT,400
17/04/2020,Bangalore,29,Male,No,Student,490
18/04/2020,Ahmedabad,27,Male,Yes,Doc,220
18/04/2020,Mumbai,38,Bigender,Yes,Doc,510
18/04/2020,Ahmedabad,34,Male,Yes,IT,460
19/04/2020,Ahmedabad,43,Female,No,Student,530
19/04/2020,Kolkata,43,Female,No,Student,440
19/04/2020,Ahmedabad,42,Male,Yes,IT,340
19/04/2020,Ahmedabad,34,Male,Yes,Doc,120
19/04/2020,Delhi,27,Male,No,Student,430
19/04/2020,Mumbai,43,Female,No,Doc,150
20/04/2020,Bangalore,42,Genderqueer,No,Student,390
20/04/2020,Ahmedabad,27,Female,No,Doc,410
20/04/2020,Kolkata,36,Male,No,IT,390
21/04/2020,Mumbai,43,Female,Yes,Student,140
21/04/2020,Hyderabad,41,Male,Yes,Student,370
21/04/2020,Bangalore,37,Female,No,Doc,170
22/04/2020,Delhi,30,Male,Yes,Student,450
22/04/2020,Bangalore,41,Female,No,Doc,430
22/04/2020,Bangalore,27,Female,Yes,IT,380
22/04/2020,Mumbai,37,Female,Yes,Doc,360
22/04/2020,Ahmedabad,28,Female,Yes,IT,440
23/04/2020,Kolkata,40,Male,Yes,IT,250
23/04/2020,Pune,41,Polygender,No,IT,260
23/04/2020,Pune,29,Male,Yes,IT,160
23/04/2020,Mumbai,43,Female,Yes,IT,260
23/04/2020,Delhi,33,Female,Yes,Doc,240
23/04/2020,Pune,39,Female,Yes,Doc,240
23/04/2020,Mumbai,25,Agender,Yes,Student,320
23/04/2020,Chennai,34,Male,Yes,Doc,140
23/04/2020,Chennai,38,Polygender,No,IT,150
24/04/2020,Chennai,26,Male,Yes,IT,250
24/04/2020,Hyderabad,30,Male,No,IT,120
24/04/2020,Mumbai,25,Female,No,Doc,210
24/04/2020,Kolkata,32,Male,Yes,IT,380
24/04/2020,Ahmedabad,41,Female,No,IT,140
24/04/2020,Ahmedabad,42,Male,No,IT,470
24/04/2020,Delhi,37,Male,Yes,IT,290
24/04/2020,Pune,25,Male,Yes,IT,330
25/04/2020,Pune,41,Male,No,IT,240
25/04/2020,Mumbai,34,Male,No,Doc,520
25/04/2020,Chennai,42,Female,Yes,Doc,290
26/04/2020,Ahmedabad,33,Female,Yes,IT,380
26/04/2020,Hyderabad,35,Male,No,Student,360
27/04/2020,Kolkata,27,Male,No,Doc,520
27/04/2020,Mumbai,39,Male,Yes,IT,360
27/04/2020,Bangalore,37,Male,Yes,Doc,350
27/04/2020,Mumbai,28,Male,No,IT,300
27/04/2020,Mumbai,41,Female,No,Doc,510
27/04/2020,Chennai,27,Female,Yes,Student,320
28/04/2020,Ahmedabad,36,Female,Yes,Student,120
28/04/2020,Chennai,38,Male,No,Student,260
28/04/2020,Pune,28,Female,No,Student,340
28/04/2020,Hyderabad,28,Male,No,Student,250
28/04/2020,Mumbai,43,Male,No,IT,530
28/04/2020,Chennai,25,Bigender,No,Student,510
29/04/2020,Mumbai,29,Non-binary,No,Doc,480
29/04/2020,Chennai,32,Male,No,IT,370
29/04/2020,Ahmedabad,28,Male,Yes,IT,270
30/04/2020,Chennai,29,Female,No,IT,510
30/04/2020,Chennai,32,Genderfluid,Yes,IT,250
30/04/2020,Mumbai,29,Female,Yes,Student,240
30/04/2020,Bangalore,42,Male,No,Student,240
30/04/2020,Delhi,35,Female,Yes,IT,170
30/04/2020,Bangalore,41,Female,Yes,IT,430
30/04/2020,Ahmedabad,42,Male,No,Doc,140
30/04/2020,Chennai,26,Male,No,Doc,210
01/05/2020,Ahmedabad,36,Non-binary,Yes,Student,460
01/05/2020,Hyderabad,35,Female,Yes,Doc,340
01/05/2020,Mumbai,28,Female,Yes,Doc,120
01/05/2020,Mumbai,42,Male,Yes,Student,220
01/05/2020,Delhi,26,Male,Yes,IT,180
01/05/2020,Pune,29,Female,Yes,Student,460
01/05/2020,Kolkata,38,Male,Yes,Doc,300
01/05/2020,Bangalore,37,Female,No,Doc,270
01/05/2020,Pune,37,Female,Yes,Student,220
02/05/2020,Kolkata,41,Female,No,IT,270
03/05/2020,Mumbai,29,Male,No,IT,440
03/05/2020,Mumbai,42,Male,No,Student,390
03/05/2020,Bangalore,37,Genderqueer,No,Student,530
03/05/2020,Hyderabad,40,Male,No,Student,180
04/05/2020,Hyderabad,30,Female,Yes,IT,110
04/05/2020,Kolkata,32,Female,No,Student,470
04/05/2020,Kolkata,32,Polygender,No,Student,290
04/05/2020,Chennai,36,Male,No,Doc,500
04/05/2020,Kolkata,42,Female,Yes,Doc,190
04/05/2020,Hyderabad,34,Non-binary,Yes,IT,370
05/05/2020,Delhi,34,Female,Yes,IT,170
05/05/2020,Kolkata,38,Male,No,Student,300
05/05/2020,Ahmedabad,40,Male,No,IT,490
06/05/2020,Pune,38,Female,No,IT,220
06/05/2020,Bangalore,41,Male,No,Student,110
06/05/2020,Delhi,25,Male,No,Doc,260
06/05/2020,Pune,34,Male,Yes,IT,500
06/05/2020,Mumbai,30,Male,Yes,IT,140
07/05/2020,Hyderabad,29,Male,No,Doc,130
08/05/2020,Bangalore,43,Male,No,Doc,370
08/05/2020,Ahmedabad,43,Genderqueer,Yes,Student,380
08/05/2020,Delhi,25,Male,Yes,Doc,410
08/05/2020,Delhi,35,Female,Yes,Student,440
09/05/2020,Hyderabad,43,Female,No,Doc,430
09/05/2020,Hyderabad,42,Polygender,Yes,Student,270
09/05/2020,Pune,40,Male,Yes,Student,160
09/05/2020,Delhi,40,Male,No,Doc,260
10/05/2020,Bangalore,43,Male,No,Doc,360
10/05/2020,Mumbai,28,Female,No,Doc,440
10/05/2020,Bangalore,33,Male,No,IT,510
10/05/2020,Mumbai,31,Male,Yes,Student,250
11/05/2020,Delhi,25,Male,Yes,Doc,150
11/05/2020,Kolkata,29,Female,Yes,Doc,330
12/05/2020,Delhi,41,Male,No,IT,410
12/05/2020,Ahmedabad,29,Female,No,Doc,290
12/05/2020,Hyderabad,29,Female,Yes,Student,190
12/05/2020,Delhi,28,Male,Yes,Student,330
12/05/2020,Mumbai,39,Male,Yes,IT,360
13/05/2020,Chennai,32,Female,No,Student,320
13/05/2020,Pune,35,Female,No,Student,520
13/05/2020,Bangalore,43,Male,No,Student,110
13/05/2020,Delhi,35,Male,No,Student,530
14/05/2020,Ahmedabad,31,Female,No,Student,140
14/05/2020,Chennai,32,Male,Yes,Doc,220
14/05/2020,Bangalore,33,Male,Yes,IT,120
14/05/2020,Pune,31,Female,No,Doc,460
14/05/2020,Pune,34,Female,No,IT,490
14/05/2020,Chennai,34,Male,Yes,Doc,480
14/05/2020,Pune,31,Bigender,Yes,IT,530
15/05/2020,Chennai,40,Female,No,IT,260
15/05/2020,Mumbai,31,Male,No,Student,130
15/05/2020,Ahmedabad,29,Male,No,IT,250
15/05/2020,Chennai,41,Male,Yes,Doc,360
16/05/2020,Kolkata,34,Female,No,IT,520
16/05/2020,Hyderabad,33,Male,Yes,IT,130
16/05/2020,Kolkata,32,Bigender,Yes,Student,350
16/05/2020,Bangalore,30,Female,Yes,IT,130
16/05/2020,Mumbai,26,Female,Yes,Student,240
16/05/2020,Chennai,31,Genderqueer,No,Doc,400
16/05/2020,Chennai,26,Male,Yes,Doc,310
16/05/2020,Pune,43,Male,Yes,Doc,170
16/05/2020,Ahmedabad,42,Female,Yes,IT,370
17/05/2020,Mumbai,25,Female,No,IT,200
17/05/2020,Hyderabad,27,Female,Yes,Student,260
17/05/2020,Mumbai,30,Female,No,Student,450
18/05/2020,Ahmedabad,40,Female,Yes,IT,380
18/05/2020,Delhi,42,Male,No,IT,500
18/05/2020,Pune,25,Female,Yes,Student,450
18/05/2020,Ahmedabad,33,Male,No,Student,220
19/05/2020,Mumbai,35,Female,No,Doc,520
19/05/2020,Chennai,40,Female,Yes,IT,230
19/05/2020,Delhi,38,Male,Yes,IT,120
19/05/2020,Kolkata,36,Agender,Yes,Student,310
19/05/2020,Mumbai,43,Female,Yes,IT,140
19/05/2020,Chennai,35,Genderqueer,Yes,Doc,500
20/05/2020,Kolkata,29,Female,Yes,Doc,530
20/05/2020,Bangalore,43,Male,Yes,Student,410
20/05/2020,Delhi,43,Male,Yes,IT,120
20/05/2020,Chennai,25,Genderfluid,Yes,Student,530
20/05/2020,Mumbai,26,Male,No,IT,230
21/05/2020,Ahmedabad,34,Male,No,Student,380
21/05/2020,Chennai,32,Male,Yes,IT,190
21/05/2020,Delhi,33,Male,No,Doc,200
21/05/2020,Bangalore,41,Male,Yes,Doc,520
22/05/2020,Hyderabad,43,Male,No,Student,170
22/05/2020,Kolkata,41,Genderqueer,Yes,Student,120
22/05/2020,Mumbai,39,Female,No,Student,130
22/05/2020,Mumbai,25,Female,No,IT,300
22/05/2020,Hyderabad,37,Male,No,Doc,110
23/05/2020,Bangalore,37,Female,No,Student,410
24/05/2020,Delhi,40,Male,Yes,Student,120
24/05/2020,Delhi,40,Male,No,IT,450
24/05/2020,Bangalore,39,Female,Yes,Student,330
24/05/2020,Mumbai,26,Female,Yes,IT,240
24/05/2020,Kolkata,38,Female,No,IT,110
25/05/2020,Hyderabad,28,Female,Yes,Student,190
25/05/2020,Hyderabad,35,Male,Yes,IT,420
25/05/2020,Kolkata,36,Female,No,IT,250
25/05/2020,Pune,33,Male,Yes,IT,390
25/05/2020,Kolkata,25,Female,No,Doc,140
25/05/2020,Pune,40,Female,Yes,IT,410
25/05/2020,Mumbai,41,Agender,No,Student,410
26/05/2020,Kolkata,34,Female,Yes,Doc,140
26/05/2020,Mumbai,32,Male,No,Doc,180
26/05/2020,Pune,26,Female,Yes,IT,130
26/05/2020,Bangalore,25,Female,No,IT,410
26/05/2020,Mumbai,29,Female,No,IT,410
26/05/2020,Mumbai,26,Male,Yes,Doc,170
27/05/2020,Kolkata,27,Male,No,Doc,240
27/05/2020,Delhi,25,Male,No,Doc,460
27/05/2020,Mumbai,31,Male,Yes,Student,300
27/05/2020,Ahmedabad,27,Male,Yes,Doc,180
27/05/2020,Ahmedabad,27,Female,Yes,Student,180
28/05/2020,Chennai,42,Male,No,IT,280
28/05/2020,Delhi,37,Male,No,Doc,280
28/05/2020,Pune,26,Female,Yes,Student,240
28/05/2020,Mumbai,37,Male,Yes,IT,350
28/05/2020,Ahmedabad,29,Male,Yes,IT,440
29/05/2020,Hyderabad,26,Female,No,Student,430
29/05/2020,Mumbai,33,Male,Yes,IT,260
30/05/2020,Mumbai,37,Genderfluid,Yes,IT,240
30/05/2020,Bangalore,29,Genderqueer,Yes,Student,240
30/05/2020,Hyderabad,28,Female,Yes,Student,290
30/05/2020,Bangalore,37,Female,Yes,Doc,430
30/05/2020,Delhi,25,Male,Yes,Doc,180
30/05/2020,Chennai,26,Female,Yes,IT,320
30/05/2020,Pune,38,Male,Yes,IT,480
30/05/2020,Pune,33,Male,Yes,IT,330
30/05/2020,Chennai,33,Female,No,Student,320
30/05/2020,Kolkata,43,Male,No,Doc,480
31/05/2020,Ahmedabad,32,Male,Yes,Student,490
31/05/2020,Pune,40,Male,No,IT,210
01/06/2020,Kolkata,27,Male,No,Doc,240
01/06/2020,Pune,31,Male,Yes,Doc,490
01/06/2020,Delhi,26,Genderfluid,No,IT,430
02/06/2020,Ahmedabad,30,Male,No,Student,450
02/06/2020,Chennai,38,Male,No,Student,120
02/06/2020,Mumbai,33,Female,No,IT,310
03/06/2020,Mumbai,29,Female,Yes,Student,370
03/06/2020,Pune,29,Male,Yes,Student,120
03/06/2020,Kolkata,26,Male,No,Student,330
03/06/2020,Delhi,34,Male,No,Student,420
04/06/2020,Kolkata,38,Male,No,Doc,440
04/06/2020,Ahmedabad,36,Male,Yes,IT,250
04/06/2020,Chennai,26,Female,No,Doc,500
04/06/2020,Chennai,29,Male,No,IT,330
05/06/2020,Pune,36,Male,No,Student,380
05/06/2020,Hyderabad,29,Male,Yes,Doc,270
05/06/2020,Bangalore,29,Male,Yes,IT,330
06/06/2020,Pune,31,Male,No,IT,440
06/06/2020,Pune,34,Female,Yes,IT,420
06/06/2020,Ahmedabad,29,Male,Yes,Student,220
06/06/2020,Bangalore,43,Female,No,Student,470
07/06/2020,Pune,35,Male,No,Doc,500
07/06/2020,Pune,43,Male,Yes,Doc,220
08/06/2020,Bangalore,43,Female,No,IT,500
08/06/2020,Delhi,36,Genderfluid,Yes,Student,130
08/06/2020,Pune,39,Male,Yes,IT,110
08/06/2020,Pune,26,Genderfluid,Yes,Doc,440
08/06/2020,Hyderabad,25,Male,No,Doc,260
08/06/2020,Hyderabad,29,Male,Yes,IT,150
08/06/2020,Chennai,40,Bigender,Yes,Student,110
08/06/2020,Ahmedabad,26,Female,No,Doc,510
09/06/2020,Mumbai,31,Male,Yes,Doc,490
09/06/2020,Chennai,42,Female,Yes,IT,380
09/06/2020,Chennai,37,Male,No,Student,440
09/06/2020,Bangalore,41,Female,Yes,Student,140
09/06/2020,Hyderabad,32,Male,Yes,IT,270
10/06/2020,Bangalore,26,Female,Yes,IT,530
10/06/2020,Bangalore,33,Genderfluid,Yes,IT,200
10/06/2020,Delhi,41,Male,Yes,Student,340
10/06/2020,Kolkata,26,Female,No,Doc,430
10/06/2020,Chennai,42,Genderfluid,Yes,Doc,280
10/06/2020,Mumbai,37,Female,No,Student,520
10/06/2020,Kolkata,31,Female,No,Student,340
11/06/2020,Ahmedabad,42,Male,No,IT,330
11/06/2020,Pune,36,Male,No,Student,220
11/06/2020,Pune,27,Female,Yes,Doc,300
11/06/2020,Pune,26,Female,No,Doc,130
11/06/2020,Bangalore,30,Female,No,Doc,320
11/06/2020,Delhi,40,Female,Yes,Doc,320
11/06/2020,Mumbai,41,Female,No,Student,430
11/06/2020,Ahmedabad,29,Female,Yes,Doc,420
11/06/2020,Chennai,41,Male,No,Doc,320
11/06/2020,Delhi,41,Genderqueer,Yes,Student,350
12/06/2020,Mumbai,31,Female,Yes,IT,520
12/06/2020,Kolkata,25,Male,Yes,Doc,110
12/06/2020,Ahmedabad,33,Female,No,Student,410
12/06/2020,Delhi,26,Female,Yes,Student,380
12/06/2020,Mumbai,27,Male,Yes,Student,270
13/06/2020,Mumbai,26,Male,Yes,Student,240
13/06/2020,Pune,37,Male,No,Student,130
13/06/2020,Hyderabad,34,Male,Yes,Doc,460
13/06/2020,Pune,35,Female,Yes,Student,260
13/06/2020,Hyderabad,37,Female,No,IT,360
13/06/2020,Kolkata,38,Female,Yes,Doc,160
13/06/2020,Delhi,26,Genderfluid,No,Doc,500
14/06/2020,Delhi,25,Male,No,Student,510
14/06/2020,Hyderabad,35,Male,Yes,Student,120
14/06/2020,Kolkata,39,Female,No,Student,490
14/06/2020,Delhi,29,Male,No,IT,520
14/06/2020,Bangalore,28,Female,No,IT,280
14/06/2020,Hyderabad,26,Female,Yes,Doc,150
15/06/2020,Ahmedabad,38,Bigender,Yes,Student,310
15/06/2020,Mumbai,40,Male,No,Doc,290
15/06/2020,Chennai,30,Female,Yes,Doc,200
15/06/2020,Ahmedabad,25,Male,Yes,IT,530
16/06/2020,Mumbai,25,Male,Yes,Student,410
16/06/2020,Pune,43,Female,Yes,Student,360
16/06/2020,Pune,27,Male,Yes,Student,380
16/06/2020,Bangalore,29,Female,No,IT,160
16/06/2020,Hyderabad,29,Female,Yes,Student,370
16/06/2020,Ahmedabad,41,Male,No,Student,470
17/06/2020,Pune,26,Male,Yes,Student,180
17/06/2020,Pune,39,Male,Yes,Doc,380
17/06/2020,Bangalore,33,Male,No,Doc,490
17/06/2020,Chennai,28,Male,Yes,IT,250
17/06/2020,Mumbai,30,Male,Yes,Student,320
18/06/2020,Kolkata,32,Male,Yes,IT,260
18/06/2020,Hyderabad,39,Male,Yes,Student,350
18/06/2020,Ahmedabad,31,Female,No,Student,480
18/06/2020,Kolkata,25,Genderqueer,No,IT,410
18/06/2020,Chennai,41,Female,No,Student,480
18/06/2020,Chennai,27,Female,No,Doc,450
19/06/2020,Pune,40,Female,Yes,Student,110
19/06/2020,Hyderabad,27,Male,Yes,Student,500
19/06/2020,Chennai,35,Male,Yes,Student,250
20/06/2020,Mumbai,34,Male,No,Doc,160
20/06/2020,Delhi,43,Male,Yes,Doc,300
20/06/2020,Kolkata,43,Female,Yes,Student,440
20/06/2020,Mumbai,36,Agender,No,Student,250
21/06/2020,Pune,42,Male,Yes,IT,410
21/06/2020,Hyderabad,36,Female,Yes,Doc,340
21/06/2020,Bangalore,32,Female,No,Doc,500
22/06/2020,Ahmedabad,42,Male,No,Student,190
22/06/2020,Chennai,35,Female,Yes,Doc,320
22/06/2020,Delhi,38,Male,Yes,Doc,270
22/06/2020,Pune,32,Female,No,IT,290
22/06/2020,Pune,39,Male,Yes,IT,110
22/06/2020,Mumbai,39,Female,No,Doc,450
22/06/2020,Kolkata,43,Male,Yes,Doc,480
23/06/2020,Kolkata,26,Bigender,No,Doc,460
23/06/2020,Hyderabad,32,Female,No,Student,350
23/06/2020,Delhi,29,Male,No,IT,330
23/06/2020,Kolkata,25,Female,Yes,IT,260
23/06/2020,Hyderabad,39,Male,No,Doc,530
23/06/2020,Hyderabad,28,Male,No,IT,210
24/06/2020,Delhi,31,Male,No,Student,450
24/06/2020,Mumbai,34,Female,Yes,Doc,410
24/06/2020,Hyderabad,27,Male,Yes,Doc,120
24/06/2020,Chennai,37,Female,Yes,Student,530
24/06/2020,Delhi,26,Male,Yes,Doc,130
24/06/2020,Delhi,40,Female,Yes,IT,130
25/06/2020,Delhi,35,Female,Yes,Doc,500
25/06/2020,Hyderabad,35,Female,Yes,Student,400
25/06/2020,Chennai,33,Female,Yes,Student,430
25/06/2020,Mumbai,39,Male,Yes,IT,460
25/06/2020,Hyderabad,34,Bigender,Yes,Student,440
25/06/2020,Pune,30,Male,Yes,Student,500
26/06/2020,Kolkata,33,Male,Yes,IT,220
26/06/2020,Ahmedabad,40,Male,Yes,Student,480
26/06/2020,Hyderabad,27,Female,Yes,IT,430
26/06/2020,Mumbai,43,Female,Yes,Doc,120
26/06/2020,Ahmedabad,42,Female,No,Student,360
26/06/2020,Kolkata,40,Male,Yes,Student,190
26/06/2020,Kolkata,31,Female,Yes,IT,350
27/06/2020,Mumbai,27,Female,Yes,Student,180
27/06/2020,Bangalore,42,Male,No,Doc,220
27/06/2020,Chennai,38,Female,Yes,Doc,150
28/06/2020,Mumbai,35,Female,No,Student,360
28/06/2020,Bangalore,35,Female,No,Student,470
28/06/2020,Kolkata,29,Male,No,IT,500
28/06/2020,Hyderabad,42,Male,No,IT,470
28/06/2020,Hyderabad,28,Female,No,Doc,420
28/06/2020,Mumbai,27,Female,Yes,Doc,250
29/06/2020,Ahmedabad,41,Male,Yes,Doc,490
29/06/2020,Ahmedabad,40,Female,Yes,IT,200
29/06/2020,Bangalore,41,Male,Yes,IT,430
29/06/2020,Kolkata,32,Male,No,Student,260
29/06/2020,Delhi,34,Polygender,No,Student,350
29/06/2020,Chennai,32,Female,No,Student,510
29/06/2020,Mumbai,43,Genderfluid,No,Student,270
30/06/2020,Delhi,25,Female,Yes,Doc,320
30/06/2020,Mumbai,43,Female,Yes,IT,230
30/06/2020,Bangalore,29,Female,Yes,IT,530
30/06/2020,Hyderabad,30,Female,No,Student,380
01/07/2020,Pune,32,Male,No,Doc,270
01/07/2020,Ahmedabad,42,Male,No,Student,150
01/07/2020,Kolkata,43,Female,Yes,IT,390
01/07/2020,Mumbai,41,Male,Yes,Student,490
01/07/2020,Bangalore,27,Non-binary,No,Doc,160
01/07/2020,Pune,43,Male,Yes,IT,240
01/07/2020,Kolkata,40,Female,No,Student,440
02/07/2020,Pune,43,Male,Yes,IT,380
02/07/2020,Delhi,41,Female,No,IT,500
02/07/2020,Chennai,25,Female,No,IT,510
02/07/2020,Chennai,30,Female,Yes,Student,260
02/07/2020,Hyderabad,26,Female,No,Student,340
03/07/2020,Kolkata,30,Male,Yes,Doc,170
03/07/2020,Pune,42,Agender,Yes,Student,460
03/07/2020,Kolkata,30,Female,Yes,Student,220
03/07/2020,Bangalore,40,Female,Yes,IT,290
03/07/2020,Kolkata,29,Female,Yes,Student,440
03/07/2020,Chennai,31,Male,No,Doc,180
03/07/2020,Pune,35,Female,No,Student,390
04/07/2020,Mumbai,33,Female,No,Doc,200
04/07/2020,Hyderabad,29,Genderfluid,Yes,Student,490
04/07/2020,Chennai,25,Male,Yes,IT,450
04/07/2020,Kolkata,32,Male,Yes,IT,490
04/07/2020,Bangalore,27,Male,No,IT,130
04/07/2020,Hyderabad,35,Male,Yes,Student,490
04/07/2020,Chennai,36,Female,No,IT,310
04/07/2020,Hyderabad,25,Female,Yes,IT,290
04/07/2020,Hyderabad,34,Male,No,IT,380
04/07/2020,Mumbai,37,Female,No,Doc,390
05/07/2020,Ahmedabad,41,Female,Yes,Student,390
05/07/2020,Hyderabad,39,Non-binary,Yes,Student,140
05/07/2020,Mumbai,31,Female,Yes,Doc,490
05/07/2020,Bangalore,41,Male,No,IT,310
06/07/2020,Kolkata,32,Male,No,Student,310
06/07/2020,Chennai,41,Male,No,Doc,350
06/07/2020,Chennai,26,Male,Yes,Doc,360
06/07/2020,Delhi,29,Male,Yes,Doc,340
06/07/2020,Delhi,29,Female,Yes,Doc,440
07/07/2020,Pune,25,Male,Yes,Student,530
07/07/2020,Mumbai,32,Female,No,IT,350
07/07/2020,Ahmedabad,37,Female,No,IT,330
07/07/2020,Chennai,25,Female,Yes,Student,510
08/07/2020,Hyderabad,25,Female,No,IT,230
08/07/2020,Mumbai,35,Female,Yes,IT,290
08/07/2020,Kolkata,35,Male,Yes,Doc,490
08/07/2020,Hyderabad,29,Male,No,IT,480
09/07/2020,Mumbai,35,Male,No,Student,330
09/07/2020,Mumbai,38,Male,Yes,IT,180
09/07/2020,Kolkata,34,Female,Yes,Student,370
09/07/2020,Hyderabad,29,Genderfluid,No,IT,110
09/07/2020,Bangalore,31,Male,Yes,Doc,430
09/07/2020,Mumbai,33,Female,Yes,Doc,490
09/07/2020,Mumbai,41,Female,No,Doc,490
09/07/2020,Hyderabad,35,Male,Yes,Doc,320
10/07/2020,Delhi,37,Female,Yes,Doc,440
10/07/2020,Chennai,33,Male,No,Doc,370
10/07/2020,Mumbai,36,Female,No,Doc,310
10/07/2020,Kolkata,43,Male,No,IT,450
10/07/2020,Kolkata,38,Female,No,IT,110
11/07/2020,Pune,37,Female,Yes,Doc,460
11/07/2020,Kolkata,27,Male,Yes,IT,360
11/07/2020,Ahmedabad,33,Male,Yes,Doc,390
12/07/2020,Mumbai,33,Agender,No,Student,340
12/07/2020,Hyderabad,30,Female,No,IT,260
12/07/2020,Pune,28,Female,Yes,Student,480
13/07/2020,Mumbai,37,Male,Yes,Doc,230
13/07/2020,Chennai,25,Male,No,Doc,350
13/07/2020,Pune,37,Female,Yes,Student,270
13/07/2020,Delhi,31,Male,Yes,Doc,400
14/07/2020,Pune,28,Male,Yes,Doc,470
14/07/2020,Delhi,25,Female,Yes,Doc,520
14/07/2020,Kolkata,39,Female,No,IT,220
14/07/2020,Bangalore,28,Bigender,Yes,Student,500
14/07/2020,Mumbai,27,Female,No,IT,110
14/07/2020,Hyderabad,31,Female,No,IT,300
14/07/2020,Ahmedabad,32,Male,No,IT,170
14/07/2020,Chennai,28,Genderqueer,Yes,Student,260
14/07/2020,Hyderabad,39,Male,No,Student,310
14/07/2020,Kolkata,35,Male,No,IT,420
15/07/2020,Delhi,38,Female,No,Student,380
15/07/2020,Mumbai,37,Bigender,No,IT,210
15/07/2020,Hyderabad,37,Male,No,Doc,340
15/07/2020,Mumbai,37,Male,Yes,Student,160
15/07/2020,Pune,36,Agender,No,Student,180
16/07/2020,Pune,34,Female,Yes,Doc,420
16/07/2020,Hyderabad,33,Polygender,Yes,Doc,410
16/07/2020,Kolkata,39,Female,No,IT,490
17/07/2020,Chennai,37,Male,Yes,Student,240
17/07/2020,Mumbai,38,Male,No,Doc,160
17/07/2020,Mumbai,30,Female,Yes,IT,310
17/07/2020,Chennai,27,Female,Yes,Doc,280
17/07/2020,Bangalore,42,Male,No,Student,160
17/07/2020,Kolkata,31,Female,Yes,Doc,390
